value,node_id,position
2032,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3124,973
2033,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4900,974
2033,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5830,975
2034,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5608,976
2034,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8952,977
2035,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7753,978
2036,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2228,979
2036,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4741,980
2037,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7530,981
2038,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8434,982
2041,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1484,983
2041,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6634,984
2043,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4115,985
2049,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3377,986
2054,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1237,987
2057,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1271,988
2058,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:274,989
2060,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2933,990
2063,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5032,991
2065,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4394,992
2068,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1819,993
2068,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7531,994
2069,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1418,995
2069,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2654,996
2070,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7730,997
2073,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7536,998
2077,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:107,999
2077,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2130,1000
2078,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1665,1001
2078,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7371,1002
2081,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8035,1003
2085,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:144,1004
2090,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:534,1005
2093,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7696,1006
2096,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7611,1007
2097,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6980,1008
2098,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4000,1009
2101,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8125,1010
2107,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4634,1011
2108,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:196,1012
2112,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:246,1013
2116,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3865,1014
2120,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2616,1015
2120,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4395,1016
2122,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:915,1017
2124,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5337,1018
2125,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4426,1019
2126,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1241,1020
2127,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7064,1021
2128,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8324,1022
2128,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8912,1023
2131,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4602,1024
2131,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8991,1025
2132,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3544,1026
2134,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5385,1027
2135,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7146,1028
2136,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5139,1029
2136,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5298,1030
2137,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5263,1031
2144,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2953,1032
2144,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6894,1033
2145,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3284,1034
2146,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2687,1035
2148,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2909,1036
2153,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6025,1037
2155,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2332,1038
2158,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5482,1039
2159,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6314,1040
2160,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3935,1041
2162,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3039,1042
2164,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7324,1043
2166,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5885,1044
2167,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:176,1045
2169,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8623,1046
2170,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5001,1047
2173,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4148,1048
2176,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6111,1049
2176,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8535,1050
2178,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:9055,1051
2179,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5320,1052
2184,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1464,1053
2189,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2666,1054
2189,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2678,1055
2189,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:367,1056
2190,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5665,1057
2191,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4059,1058
2199,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6126,1059
2200,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2532,1060
2204,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8896,1061
2208,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6907,1062
2210,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:831,1063
2212,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8120,1064
2213,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7729,1065
2216,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4077,1066
2217,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4857,1067
2222,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5295,1068
2223,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:722,1069
2224,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5021,1070
2226,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1323,1071
2226,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3989,1072
2226,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6042,1073
2226,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7034,1074
2227,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1434,1075
2229,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6896,1076
2230,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8390,1077
2231,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5395,1078
2233,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5062,1079
2234,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4689,1080
2235,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2290,1081
2236,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4943,1082
2239,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2881,1083
2241,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5317,1084
2244,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2894,1085
2246,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5460,1086
2247,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:297,1087
2247,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4183,1088
2247,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8269,1089
2248,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2277,1090
2248,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4009,1091
2249,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7600,1092
2251,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1873,1093
2254,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:9109,1094
2255,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3913,1095
2256,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4035,1096
2258,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4650,1097
2261,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3874,1098
2263,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:9025,1099
2266,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4916,1100
2270,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8569,1101
2271,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5850,1102
2278,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4334,1103
2279,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:662,1104
2279,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7337,1105
2289,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8937,1106
2291,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4751,1107
2294,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:591,1108
2296,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4737,1109
2304,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7430,1110
2305,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2321,1111
2306,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1209,1112
2307,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:69,1113
2311,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4694,1114
2311,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5294,1115
2313,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:601,1116
2313,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7561,1117
2314,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:254,1118
2314,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4142,1119
2315,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2988,1120
2316,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1488,1121
2317,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:800,1122
2319,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4036,1123
2322,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4095,1124
2323,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7284,1125
2324,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3987,1126
2324,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5218,1127
2332,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8593,1128
2335,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3188,1129
2343,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4100,1130
2344,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3938,1131
2344,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6116,1132
2345,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4026,1133
2348,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1880,1134
2349,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3442,1135
2349,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3582,1136
2351,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1801,1137
2351,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4481,1138
2352,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6630,1139
2352,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7140,1140
2353,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3306,1141
2354,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2926,1142
2357,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3302,1143
2358,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2827,1144
2358,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8320,1145
2358,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8464,1146
2361,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4525,1147
2361,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:820,1148
2364,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7742,1149
2371,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6060,1150
2372,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7135,1151
2373,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1948,1152
2373,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2083,1153
2374,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3571,1154
2377,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1461,1155
2377,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2935,1156
2378,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4049,1157
2378,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5142,1158
2384,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2606,1159
2384,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8855,1160
2385,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2864,1161
2386,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:245,1162
2388,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2076,1163
2389,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7273,1164
2394,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8472,1165
2396,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7286,1166
2398,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3832,1167
2398,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5759,1168
2401,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7580,1169
2404,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1427,1170
2405,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4120,1171
2410,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1842,1172
2412,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8793,1173
2415,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6285,1174
2419,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:181,1175
2421,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1598,1176
2421,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2538,1177
2424,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4729,1178
2425,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5882,1179
2426,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:205,1180
2427,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1805,1181
2428,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7820,1182
2433,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:437,1183
2435,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6317,1184
2439,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8960,1185
2444,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6105,1186
2445,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8466,1187
2446,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5330,1188
2446,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8727,1189
2447,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8361,1190
2449,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7071,1191
2449,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:808,1192
2452,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6322,1193
2460,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3896,1194
2460,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7119,1195
2462,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:939,1196
2463,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2902,1197
2463,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7589,1198
2463,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8505,1199
2464,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3167,1200
2466,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:372,1201
2469,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1746,1202
2469,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7465,1203
2471,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6391,1204
2472,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8695,1205
2480,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5962,1206
2486,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7587,1207
2490,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8183,1208
2493,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6505,1209
2494,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:319,1210
2494,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4273,1211
2495,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8959,1212
2496,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7340,1213
2499,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2985,1214
2500,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3561,1215
2511,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5923,1216
2513,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1641,1217
2513,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5623,1218
2518,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5703,1219
2519,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5203,1220
2520,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6550,1221
2521,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5440,1222
2528,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6959,1223
2529,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5663,1224
2531,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2733,1225
2532,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5815,1226
2533,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6047,1227
2534,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3356,1228
2537,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1682,1229
2538,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2212,1230
2539,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4398,1231
2541,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8940,1232
2545,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6637,1233
2547,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4116,1234
2547,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8232,1235
2554,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2916,1236
2558,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7310,1237
2566,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1480,1238
2568,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3315,1239
2568,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3956,1240
2569,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6715,1241
2572,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8672,1242
2574,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2617,1243
2577,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8418,1244
2578,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7354,1245
2589,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:269,1246
2589,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7923,1247
2590,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5729,1248
2591,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2960,1249
2592,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4034,1250
2593,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6711,1251
2593,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:678,1252
2600,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2313,1253
2602,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2376,1254
2603,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7479,1255
2605,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1617,1256
2606,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3365,1257
2607,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8989,1258
2609,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5769,1259
2610,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:465,1260
2610,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7733,1261
2615,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2938,1262
2615,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3602,1263
2616,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2886,1264
2622,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3669,1265
2623,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4638,1266
2623,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:574,1267
2623,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6135,1268
2623,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6507,1269
2625,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2870,1270
2625,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6344,1271
2626,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4133,1272
2629,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2810,1273
2629,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3133,1274
2631,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2073,1275
2632,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4488,1276
2632,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6089,1277
2632,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7507,1278
2635,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5361,1279
2638,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4652,1280
2638,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7387,1281
2639,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7109,1282
2640,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4800,1283
2643,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3279,1284
2644,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5439,1285
2645,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:803,1286
2646,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6209,1287
2652,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5434,1288
2653,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6723,1289
2654,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6582,1290
2656,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6933,1291
2659,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8983,1292
2661,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2209,1293
2662,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8127,1294
2663,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7925,1295
2664,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1637,1296
2664,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2344,1297
2664,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3413,1298
2664,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5772,1299
2666,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7303,1300
2670,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4679,1301
2672,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4905,1302
2673,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2847,1303
2675,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4099,1304
2678,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4031,1305
2678,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4855,1306
2682,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1436,1307
2682,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:200,1308
2683,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:937,1309
2688,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4478,1310
2688,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8234,1311
2689,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2116,1312
2690,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3307,1313
2690,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4403,1314
2690,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5993,1315
2691,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5293,1316
2693,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5785,1317
2695,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4860,1318
2697,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1247,1319
2698,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1420,1320
2700,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2014,1321
2700,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6421,1322
2701,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1706,1323
2701,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4615,1324
2703,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3445,1325
2708,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6004,1326
2714,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:407,1327
2714,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6120,1328
2716,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2107,1329
2718,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6908,1330
2722,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5949,1331
2725,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3136,1332
2726,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6578,1333
2727,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3944,1334
2729,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1625,1335
2729,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4494,1336
2731,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3564,1337
2735,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:518,1338
2738,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2106,1339
2738,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2900,1340
2741,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4563,1341
